"sale_date","isbn","discount","item_id","order_id"
"2/6/2193","989-28-79-23023-4","","107171-11-1866","107171-14378"
"2/6/2193","989-28-79-23023-4","","107171-14-7396","107171-14378"
"2/6/2193","989-28-79-91028-0","","107171-67-1025","107171-14378"
"2/6/2193","989-28-79-51397-9","","107171-25-4060","107171-14379"
"2/6/2193","989-28-79-13801-1","","107171-46-2628","107171-14379"
"2/6/2193","989-28-79-36485-4","","107171-4-9203","107171-14380"
"2/6/2193","989-28-79-26824-4","","107171-88-5196","107171-14380"
"2/6/2193","989-28-3705-987-7","","107171-59-2749","107171-14381"
"2/6/2193","989-28-3705-007-2","","107171-74-3058","107171-14381"
"2/6/2193","989-28-3705-136-9","","107171-77-9403","107171-14381"
"2/6/2193","989-28-3705-222-9","","107171-78-7299","107171-14381"
"2/6/2193","989-28-79-45675-7","","107171-10-3472","107171-14382"
"2/6/2193","989-28-79-13801-1","","107171-65-4912","107171-14382"
"2/6/2193","989-28-79-69807-2","","107171-9-3510","107171-14382"
"2/6/2193","989-28-79-05670-4","","107171-19-6244","107171-14383"
"2/6/2193","989-28-79-40897-8","","107171-59-1773","107171-14383"
"2/6/2193","989-28-79-69807-2","","107171-61-1583","107171-14383"
"2/6/2193","989-28-79-74374-1","","107171-54-1100","107171-14384"
"2/6/2193","989-28-79-23023-4","","107171-75-8890","107171-14384"
"2/6/2193","989-28-79-71565-6","","107171-87-2077","107171-14384"
"2/6/2193","989-28-79-23023-4","","107171-30-826","107171-14385"
"2/6/2193","989-28-79-67891-3","","107171-45-890","107171-14385"
"2/6/2193","989-28-229-6632-6","","107171-84-3786","107171-14385"
"2/6/2193","989-28-3705-007-2","","107171-95-7239","107171-14385"
"2/6/2193","989-28-3705-222-9","","107171-98-1830","107171-14385"
"2/6/2193","989-28-79-16826-1","0,15","107171-1-6325","107188-14244"
"3/6/2193","989-28-3705-007-2","","107172-59-7118","107172-14386"
"3/6/2193","989-28-3705-007-2","","107172-76-6278","107172-14387"
"3/6/2193","989-28-3705-152-9","","107172-75-2041","107172-14388"
"3/6/2193","989-28-3705-007-2","","107172-63-6551","107172-14389"
"3/6/2193","989-28-3705-007-2","","107172-78-9109","107172-14390"
"3/6/2193","989-28-3705-987-7","","107172-9-5639","107172-14391"
"3/6/2193","989-28-3705-007-2","","107172-37-8251","107172-14392"
"3/6/2193","989-28-3705-007-2","","107172-11-8639","107172-14393"
"3/6/2193","989-28-3705-152-9","","107172-78-8708","107172-14394"
"3/6/2193","989-28-3705-054-6","","107172-6-2850","107172-14395"
"3/6/2193","989-28-3705-007-2","","107172-49-4611","107172-14396"
"3/6/2193","989-28-3705-054-6","","107172-85-6002","107172-14397"
"3/6/2193","989-28-3705-987-7","","107172-30-6085","107172-14398"
"3/6/2193","989-28-3705-007-2","","107172-3-1386","107172-14399"
"3/6/2193","989-28-79-21991-8","","107172-5-48","107172-14400"
"3/6/2193","989-28-79-64693-6","","107172-62-2930","107172-14401"
"3/6/2193","989-28-79-22871-2","","107172-69-2712","107172-14402"
"3/6/2193","989-28-79-45675-7","","107172-8-6852","107172-14403"
"3/6/2193","989-28-79-32105-5","","107172-10-1143","107172-14404"
"3/6/2193","989-28-79-11297-4","","107172-15-3994","107172-14405"
"3/6/2193","989-28-79-32105-5","","107172-99-1829","107172-14406"
"3/6/2193","989-28-79-22871-2","","107172-99-6226","107172-14407"
"3/6/2193","989-28-79-45675-7","","107172-88-124","107172-14408"
"3/6/2193","989-28-654-3899-6","","107172-68-3786","107172-14409"
"3/6/2193","989-28-654-0127-3","","107172-19-8703","107172-14410"
"3/6/2193","989-28-654-3899-6","","107172-9-5093","107172-14411"
"3/6/2193","989-28-79-69807-2","","107172-8-5068","107172-14412"
"3/6/2193","989-28-79-82749-6","","107172-44-163","107172-14413"
"3/6/2193","989-28-79-69807-2","","107172-50-6377","107172-14414"
"3/6/2193","989-28-79-82125-8","","107172-9-70","107172-14415"
"3/6/2193","989-28-79-05670-4","","107172-97-671","107172-14416"
"3/6/2193","989-28-79-22562-9","","107172-21-8164","107172-14417"
"3/6/2193","989-28-79-69807-2","","107172-50-6376","107172-14418"
"3/6/2193","989-28-79-69807-2","","107172-74-3621","107172-14419"
"3/6/2193","989-28-79-69807-2","","107172-47-2029","107172-14420"
"3/6/2193","989-28-79-82125-8","","107172-65-9914","107172-14421"
"3/6/2193","989-28-79-69807-2","","107172-74-3620","107172-14422"
"3/6/2193","989-28-79-69807-2","","107172-8-5067","107172-14423"
"3/6/2193","989-28-79-69807-2","","107172-34-2680","107172-14424"
"3/6/2193","989-28-79-13871-4","","107172-22-7938","107172-14425"
"3/6/2193","989-28-79-69807-2","","107172-34-2679","107172-14426"
"3/6/2193","989-28-79-13871-4","","107172-22-7937","107172-14427"
"3/6/2193","989-28-79-13871-4","0,13","107172-42-9813","107172-14428"
"3/6/2193","989-28-79-69807-2","","107172-47-2028","107172-14429"
"3/6/2193","989-28-79-82749-6","","107172-44-162","107172-14430"
"3/6/2193","989-28-79-13871-4","","107172-35-7225","107172-14431"
"3/6/2193","989-28-79-82125-8","","107172-9-69","107172-14432"
"3/6/2193","989-28-79-05670-4","","107172-20-2402","107172-14433"
"3/6/2193","989-28-79-13871-4","0,13","107172-42-9812","107172-14434"
"3/6/2193","989-28-79-13871-4","","107172-35-7224","107172-14435"
"3/6/2193","989-28-79-05670-4","","107172-89-1135","107172-14436"
"3/6/2193","989-28-229-1404-4","","107172-24-9123","107172-14437"
"3/6/2193","989-28-229-9769-6","","107172-17-5350","107172-14438"
"3/6/2193","989-28-229-6632-6","","107172-56-3177","107172-14439"
"3/6/2193","989-28-229-7592-2","","107172-65-7018","107172-14440"
"3/6/2193","989-28-229-1404-4","","107172-20-3869","107172-14441"
"3/6/2193","989-28-229-9769-6","","107172-55-8475","107172-14442"
"3/6/2193","989-28-229-1404-4","","107172-48-435","107172-14443"
"3/6/2193","989-28-229-5891-8","","107172-73-7640","107172-14444"
"3/6/2193","989-28-229-5891-8","","107172-1-1509","107172-14445"
"3/6/2193","989-28-229-6632-6","","107172-39-9793","107172-14446"
"3/6/2193","989-28-229-1404-4","","107172-22-3550","107172-14447"
"3/6/2193","989-28-229-6632-6","","107172-21-8682","107172-14448"
"3/6/2193","989-28-229-9769-6","","107172-51-4402","107172-14449"
"3/6/2193","989-28-229-1404-4","","107172-90-7066","107172-14450"
"3/6/2193","989-28-229-1404-4","","107172-14-5435","107172-14451"
"3/6/2193","989-28-229-9769-6","","107172-9-1759","107172-14452"
"3/6/2193","989-28-229-6632-6","","107172-32-6230","107172-14453"
"3/6/2193","989-28-229-1404-4","","107172-71-4376","107172-14454"
"3/6/2193","989-28-229-3157-7","","107172-41-1263","107172-14455"
"3/6/2193","989-28-229-7592-2","","107172-26-572","107172-14456"
"3/6/2193","989-28-229-5891-8","","107172-62-5787","107172-14457"
"3/6/2193","989-28-229-6632-6","","107172-65-5220","107172-14458"
"3/6/2193","989-28-79-71565-6","","107172-44-5401","107172-14459"
"3/6/2193","989-28-79-74374-1","","107172-19-2352","107172-14460"
"3/6/2193","989-28-79-74374-1","","107172-13-4219","107172-14461"
"3/6/2193","989-28-79-74374-1","","107172-89-51","107172-14462"
"3/6/2193","989-28-79-23023-4","","107172-29-963","107172-14463"
"3/6/2193","989-28-79-74374-1","","107172-36-9822","107172-14464"
"3/6/2193","989-28-79-13801-1","","107172-41-3491","107172-14465"
"3/6/2193","989-28-79-74374-1","","107172-5-7799","107172-14466"
"3/6/2193","989-28-79-74374-1","","107172-56-1145","107172-14467"
"3/6/2193","989-28-79-13801-1","","107172-47-6993","107172-14468"
"3/6/2193","989-28-79-74374-1","","107172-46-6960","107172-14469"
"3/6/2193","989-28-79-26824-4","","107172-31-5115","107172-14470"
"3/6/2193","989-28-79-74374-1","","107172-10-6621","107172-14471"
"3/6/2193","989-28-79-91028-0","","107172-72-3605","107172-14472"
"3/6/2193","989-28-79-26824-4","","107172-89-2162","107172-14473"
"3/6/2193","989-28-79-74374-1","","107172-16-8536","107172-14474"
"3/6/2193","989-28-79-23023-4","","107172-87-9885","107172-14475"
"3/6/2193","989-28-79-40897-8","","107172-19-6042","107172-14476"
"3/6/2193","989-28-79-13801-1","","107172-53-3718","107172-14477"
"3/6/2193","989-28-79-13801-1","","107172-23-757","107172-14478"
"3/6/2193","989-28-79-74374-1","","107172-36-5171","107172-14479"
"3/6/2193","989-28-79-74374-1","","107172-61-5529","107172-14480"
"3/6/2193","989-28-79-13801-1","","107172-99-4527","107172-14482"
"3/6/2193","989-28-79-23023-4","","107172-10-8017","107172-14483"
"3/6/2193","989-28-79-68089-3","0,05","107172-79-1527","107172-14484"
"3/6/2193","989-28-79-74374-1","","107172-60-6824","107172-14485"
"3/6/2193","989-28-79-74374-1","","107172-61-3300","107172-14486"
"3/6/2193","989-28-79-26824-4","","107172-16-1842","107172-14488"
"3/6/2193","989-28-79-91028-0","","107172-74-5228","107172-14489"
"3/6/2193","989-28-79-23023-4","","107172-78-7669","107172-14490"
"3/6/2193","989-28-79-13801-1","","107172-79-2564","107172-14491"
"3/6/2193","989-28-79-55752-2","","107172-68-9757","107172-14492"
"3/6/2193","989-28-79-23023-4","","107172-37-9376","107172-14493"
"3/6/2193","989-28-79-13801-1","","107172-75-3771","107172-14495"
"3/6/2193","989-28-79-91028-0","","107172-3-7032","107172-14496"
"3/6/2193","989-28-79-68089-3","0,05","107172-14-1411","107172-14497"
"3/6/2193","989-28-79-23023-4","","107172-79-1307","107172-14498"
"3/6/2193","989-28-79-68089-3","0,05","107172-50-5985","107172-14499"
"3/6/2193","989-28-79-40897-8","","107172-34-9390","107172-14500"
"3/6/2193","989-28-3705-222-9","","107172-60-5416","107172-14501"
"3/6/2193","989-28-3705-492-6","","107172-88-2498","107172-14502"
"3/6/2193","989-28-79-23015-9","","107172-37-2750","107172-14503"
"3/6/2193","989-28-3705-222-9","","107172-43-2170","107172-14504"
"3/6/2193","989-28-3705-222-9","0,13","107172-42-1276","107172-14505"
"3/6/2193","989-28-3705-492-6","","107172-39-9816","107172-14506"
"3/6/2193","989-28-79-40897-8","","107172-50-2518","107172-14507"
"3/6/2193","989-28-3705-007-2","","107172-17-5674","107172-14508"
"3/6/2193","989-28-3705-007-2","","107172-27-2222","107172-14508"
"3/6/2193","989-28-79-13871-4","","107172-12-6846","107172-14509"
"3/6/2193","989-28-3705-987-7","","107172-53-4395","107172-14509"
"3/6/2193","989-28-229-7592-2","","107172-30-8321","107172-14510"
"3/6/2193","989-28-229-6632-6","","107172-61-6929","107172-14510"
"3/6/2193","989-28-229-6632-6","","107172-41-5118","107172-14511"
"3/6/2193","989-28-229-9769-6","","107172-77-6584","107172-14511"
"3/6/2193","989-28-229-1404-4","","107172-15-142","107172-14512"
"3/6/2193","989-28-229-3157-7","","107172-75-4011","107172-14512"
"3/6/2193","989-28-229-0197-6","0,1","107172-15-1877","107172-14513"
"3/6/2193","989-28-79-23023-4","","107172-36-4864","107172-14513"
"3/6/2193","989-28-79-74374-1","","107172-21-6243","107172-14514"
"3/6/2193","989-28-79-74374-1","","107172-81-2735","107172-14514"
"3/6/2193","989-28-79-68089-3","0,05","107172-97-9260","107172-14515"
"3/6/2193","989-28-79-74374-1","","107172-5-6593","107172-14515"
"3/6/2193","989-28-79-91028-0","","107172-24-3986","107172-14516"
"3/6/2193","989-28-79-91028-0","","107172-94-3895","107172-14516"
"3/6/2193","989-28-79-23023-4","","107172-75-4338","107172-14517"
"3/6/2193","989-28-79-13801-1","","107172-99-9524","107172-14517"
"3/6/2193","989-28-3705-222-9","","107172-67-1217","107172-14518"
"3/6/2193","989-28-3705-222-9","","107172-90-7335","107172-14518"
"3/6/2193","989-28-3705-966-2","","107172-22-5714","107172-14519"
"3/6/2193","989-28-3705-222-9","","107172-47-3486","107172-14519"
"3/6/2193","989-28-79-13871-4","","107172-12-6845","107172-14520"
"3/6/2193","989-28-229-9769-6","","107172-18-8193","107172-14520"
"3/6/2193","989-28-79-16826-1","","107172-53-5474","107172-14520"
"3/6/2193","989-28-79-74374-1","","107172-41-4396","107172-14521"
"3/6/2193","989-28-79-40897-8","","107172-65-464","107172-14521"
"3/6/2193","989-28-79-23023-4","","107172-8-2603","107172-14521"
"3/6/2193","989-28-79-23023-4","","107172-21-8821","107172-14522"
"3/6/2193","989-28-3705-205-2","","107172-33-4052","107172-14522"
"3/6/2193","989-28-79-82125-8","","107172-65-9913","107172-14522"
"3/6/2193","989-28-79-23023-4","","107172-82-9188","107172-14522"
"4/6/2193","989-28-3705-987-7","","107173-26-6551","107173-14523"
"4/6/2193","989-28-3705-987-7","","107173-2-6828","107173-14524"
"4/6/2193","989-28-3705-369-1","","107173-17-1863","107173-14525"
"4/6/2193","989-28-3705-007-2","","107173-10-5851","107173-14526"
"4/6/2193","989-28-3705-987-7","","107173-9-6126","107173-14527"
"4/6/2193","989-28-3705-007-2","","107173-26-730","107173-14528"
"4/6/2193","989-28-3705-138-3","","107173-40-5970","107173-14529"
"4/6/2193","989-28-3705-007-2","","107173-18-8783","107173-14530"
"4/6/2193","989-28-3705-007-2","","107173-69-7127","107173-14531"
"4/6/2193","989-28-79-82197-5","","107173-78-4689","107173-14532"
"4/6/2193","989-28-79-18127-7","","107173-74-9303","107173-14533"
"4/6/2193","989-28-79-22871-2","","107173-96-9733","107173-14534"
"4/6/2193","989-28-79-11297-4","","107173-71-9037","107173-14535"
"4/6/2193","989-28-79-21991-8","","107173-49-5230","107173-14536"
"4/6/2193","989-28-79-61125-5","","107173-19-2395","107173-14537"
"4/6/2193","989-28-79-45675-7","","107173-91-5934","107173-14538"
"4/6/2193","989-28-79-82197-5","","107173-49-4621","107173-14539"
"4/6/2193","989-28-79-82197-5","0,13","107173-42-1689","107173-14540"
"4/6/2193","989-28-79-16826-1","0,15","107173-1-4704","107173-14541"
"4/6/2193","989-28-79-86624-2","","107173-4-196","107173-14543"
"4/6/2193","989-28-654-0127-3","","107173-60-2897","107173-14544"
"4/6/2193","989-28-79-13871-4","","107173-76-5399","107173-14545"
"4/6/2193","989-28-79-05670-4","","107173-94-9839","107173-14546"
"4/6/2193","989-28-79-69807-2","","107173-26-9283","107173-14547"
"4/6/2193","989-28-79-13871-4","0,13","107173-42-8377","107173-14548"
"4/6/2193","989-28-79-13871-4","","107173-56-6182","107173-14549"
"4/6/2193","989-28-79-82125-8","","107173-81-844","107173-14550"
"4/6/2193","989-28-79-69807-2","","107173-10-9041","107173-14551"
"4/6/2193","989-28-79-13871-4","0,13","107173-42-8376","107173-14552"
"4/6/2193","989-28-79-69807-2","","107173-10-9040","107173-14553"
"4/6/2193","989-28-79-05670-4","","107173-6-3527","107173-14554"
"4/6/2193","989-28-79-13871-4","","107173-56-6181","107173-14555"
"4/6/2193","989-28-79-13871-4","","107173-34-2403","107173-14556"
"4/6/2193","989-28-79-13871-4","","107173-6-9179","107173-14557"
"4/6/2193","989-28-79-82749-6","","107173-93-2806","107173-14558"
"4/6/2193","989-28-79-82125-8","","107173-81-843","107173-14559"
"4/6/2193","989-28-654-8573-0","","107173-3-7797","107173-14560"
"4/6/2193","989-28-654-8573-0","","107173-18-788","107173-14561"
"4/6/2193","989-28-229-9769-6","","107173-89-9335","107173-14562"
"4/6/2193","989-28-229-1404-4","","107173-37-3486","107173-14563"
"4/6/2193","989-28-229-5891-8","","107173-58-629","107173-14564"
"4/6/2193","989-28-229-5891-8","","107173-63-2529","107173-14565"
"4/6/2193","989-28-229-3157-7","","107173-75-3084","107173-14566"
"4/6/2193","989-28-229-0197-6","0,1","107173-23-6385","107173-14567"
"4/6/2193","989-28-229-6632-6","","107173-43-6973","107173-14568"
"4/6/2193","989-28-229-7592-2","","107173-11-6931","107173-14569"
"4/6/2193","989-28-229-1404-4","","107173-56-2604","107173-14570"
"4/6/2193","989-28-229-6632-6","","107173-22-6445","107173-14571"
"4/6/2193","989-28-229-1404-4","","107173-3-9879","107173-14572"
"4/6/2193","989-28-229-9769-6","","107173-25-8425","107173-14573"
"4/6/2193","989-28-229-6632-6","","107173-71-7025","107173-14574"
"4/6/2193","989-28-229-9769-6","","107173-16-7851","107173-14575"
"4/6/2193","989-28-229-1404-4","","107173-28-7409","107173-14576"
"4/6/2193","989-28-79-13801-1","","107173-44-659","107173-14577"
"4/6/2193","989-28-79-13801-1","","107173-56-504","107173-14578"
"4/6/2193","989-28-79-68089-3","0,05","107173-25-1181","107173-14579"
"4/6/2193","989-28-79-74374-1","","107173-81-7024","107173-14580"
"4/6/2193","989-28-79-13801-1","","107173-13-7362","107173-14581"
"4/6/2193","989-28-79-23023-4","","107173-50-3824","107173-14582"
"4/6/2193","989-28-79-55824-6","","107173-75-6241","107173-14583"
"4/6/2193","989-28-79-23023-4","","107173-35-7985","107173-14584"
"4/6/2193","989-28-79-91028-0","","107173-16-4740","107173-14585"
"4/6/2193","989-28-79-23023-4","","107173-37-2041","107173-14586"
"4/6/2193","989-28-79-68089-3","0,05","107173-26-7953","107173-14587"
"4/6/2193","989-28-79-68089-3","0,05","107173-82-4127","107173-14589"
"4/6/2193","989-28-79-68089-3","0,05","107173-48-6274","107173-14590"
"4/6/2193","989-28-79-55824-6","","107173-53-9755","107173-14591"
"4/6/2193","989-28-79-13801-1","","107173-96-2255","107173-14592"
"4/6/2193","989-28-79-91028-0","","107173-16-6077","107173-14593"
"4/6/2193","989-28-79-13801-1","","107173-18-888","107173-14594"
"4/6/2193","989-28-79-44730-4","","107173-57-149","107173-14595"
"4/6/2193","989-28-79-91028-0","","107173-1-8738","107173-14596"
"4/6/2193","989-28-79-55752-2","","107173-49-8877","107173-14597"
"4/6/2193","989-28-79-74374-1","","107173-81-7151","107173-14599"
"4/6/2193","989-28-79-74374-1","","107173-98-8168","107173-14600"
"4/6/2193","989-28-79-68089-3","0,05","107173-74-2872","107173-14601"
"4/6/2193","989-28-79-13801-1","","107173-99-1233","107173-14602"
"4/6/2193","989-28-79-71565-6","","107173-90-5859","107173-14603"
"4/6/2193","989-28-79-23023-4","","107173-26-6987","107173-14604"
"4/6/2193","989-28-79-13801-1","","107173-46-2448","107173-14605"
"4/6/2193","989-28-79-23023-4","","107173-71-4221","107173-14606"
"4/6/2193","989-28-79-91028-0","","107173-38-1982","107173-14607"
"4/6/2193","989-28-79-74374-1","","107173-45-5322","107173-14608"
"4/6/2193","989-28-79-68089-3","0,05","107173-5-2787","107173-14609"
"4/6/2193","989-28-79-36485-4","","107173-36-7679","107173-14610"
"4/6/2193","989-28-79-74374-1","","107173-61-9956","107173-14611"
"4/6/2193","989-28-79-23023-4","","107173-21-4760","107173-14612"
"4/6/2193","989-28-79-71565-6","","107173-72-3244","107173-14613"
"4/6/2193","989-28-79-13801-1","","107173-18-7956","107173-14614"
"4/6/2193","989-28-79-23023-4","","107173-25-9266","107173-14615"
"4/6/2193","989-28-79-26824-4","","107173-56-4341","107173-14616"
"4/6/2193","989-28-79-36485-4","","107173-96-3624","107173-14617"
"4/6/2193","989-28-79-74374-1","","107173-18-3698","107173-14618"
"4/6/2193","989-28-3705-222-9","","107173-93-496","107173-14619"
"4/6/2193","989-28-3705-492-6","0,13","107173-42-5204","107173-14620"
"4/6/2193","989-28-79-03683-6","","107173-61-8467","107173-14621"
"4/6/2193","989-28-79-03683-6","","107173-35-694","107173-14622"
"4/6/2193","989-28-3705-222-9","","107173-98-8894","107173-14623"
"4/6/2193","989-28-3705-222-9","","107173-75-7209","107173-14624"
"4/6/2193","989-28-3705-492-6","","107173-68-4461","107173-14625"
"4/6/2193","989-28-3705-649-4","","107173-5-6713","107173-14626"
"4/6/2193","989-28-3705-583-1","","107173-96-335","107173-14626"
"4/6/2193","989-28-3705-583-1","","107173-13-9699","107173-14627"
"4/6/2193","989-28-79-45675-7","","107173-2-5845","107173-14627"
"4/6/2193","989-28-79-32105-5","","107173-62-2419","107173-14628"
"4/6/2193","989-28-79-16826-1","","107173-88-5126","107173-14628"
"4/6/2193","989-28-79-05670-4","","107173-26-1817","107173-14629"
"4/6/2193","989-28-79-82197-5","","107173-78-9847","107173-14629"
"4/6/2193","989-28-79-69807-2","","107173-26-9282","107173-14630"
"4/6/2193","989-28-79-13871-4","","107173-6-9178","107173-14630"
"4/6/2193","989-28-229-7592-2","","107173-71-729","107173-14631"
"4/6/2193","989-28-229-6632-6","","107173-72-2174","107173-14631"
"4/6/2193","989-28-79-23023-4","","107173-4-4470","107173-14632"
"4/6/2193","989-28-79-23023-4","","107173-57-1912","107173-14632"
"4/6/2193","989-28-79-74374-1","","107173-5-819","107173-14633"
"4/6/2193","989-28-79-23023-4","","107173-99-4751","107173-14633"
"4/6/2193","989-28-79-74374-1","","107173-87-1818","107173-14634"
"4/6/2193","989-28-79-13801-1","","107173-89-6876","107173-14634"
"4/6/2193","989-28-79-74374-1","","107173-29-8932","107173-14635"
"4/6/2193","989-28-79-74374-1","","107173-65-8781","107173-14635"
"4/6/2193","989-28-3705-222-9","0,13","107173-42-9376","107173-14636"
"4/6/2193","989-28-79-74374-1","0,13","107173-71-7924","107173-14636"
"4/6/2193","989-28-229-7592-2","","107173-20-3890","107173-14637"
"4/6/2193","989-28-3705-966-2","","107173-89-7770","107173-14637"
"4/6/2193","989-28-3705-987-7","","107173-96-978","107173-14637"
"4/6/2193","989-28-229-0197-6","0,1","107173-47-7882","107173-14638"
"4/6/2193","989-28-79-05670-4","","107173-90-4797","107173-14638"
"4/6/2193","989-28-79-82749-6","","107173-93-2805","107173-14638"
"4/6/2193","989-28-229-1404-4","","107173-27-1833","107173-14639"
"4/6/2193","989-28-79-13801-1","","107173-39-9355","107173-14639"
"4/6/2193","989-28-3705-649-4","","107173-5-924","107173-14639"
"4/6/2193","989-28-79-13871-4","","107173-34-2402","107173-14640"
"4/6/2193","989-28-79-13871-4","","107173-76-5398","107173-14640"
"4/6/2193","989-28-79-69807-2","","107173-9-7035","107173-14640"
"4/6/2193","989-28-79-69807-2","","107173-9-7034","107173-14640"
"4/6/2193","989-28-79-74374-1","","107173-49-7046","107173-14641"
"4/6/2193","989-28-79-26824-4","","107173-79-5213","107173-14641"
"4/6/2193","989-28-79-16826-1","0,15","107173-1-5800","107199-14542"
"5/6/2193","989-28-79-16826-1","0,15","107174-1-7013","107173-14754"
"5/6/2193","989-28-3705-592-3","","107174-77-7088","107174-14642"
"5/6/2193","989-28-3705-007-2","","107174-59-5360","107174-14643"
"5/6/2193","989-28-3705-007-2","","107174-55-478","107174-14644"
"5/6/2193","989-28-3705-007-2","","107174-56-2389","107174-14645"
"5/6/2193","989-28-3705-007-2","","107174-2-2566","107174-14646"
"5/6/2193","989-28-3705-007-2","","107174-21-1224","107174-14647"
"5/6/2193","989-28-3705-987-7","","107174-40-3495","107174-14648"
"5/6/2193","989-28-3705-007-2","","107174-23-9445","107174-14649"
"5/6/2193","989-28-3705-966-2","","107174-3-1215","107174-14650"
"5/6/2193","989-28-3705-007-2","","107174-17-7294","107174-14651"
"5/6/2193","989-28-3705-007-2","","107174-81-8154","107174-14652"
"5/6/2193","989-28-3705-007-2","","107174-54-5988","107174-14653"
"5/6/2193","989-28-3705-987-7","","107174-20-3988","107174-14654"
"5/6/2193","989-28-3705-583-1","","107174-29-7735","107174-14655"
"5/6/2193","989-28-3705-007-2","","107174-75-9720","107174-14656"
"5/6/2193","989-28-79-45675-7","","107174-33-1464","107174-14657"
"5/6/2193","989-28-79-32105-5","","107174-64-1106","107174-14658"
"5/6/2193","989-28-79-04510-4","","107174-55-7414","107174-14659"
"5/6/2193","989-28-79-11297-4","","107174-31-1253","107174-14660"
"5/6/2193","989-28-79-05638-4","","107174-29-823","107174-14661"
"5/6/2193","989-28-79-32105-5","","107174-53-6364","107174-14662"
"5/6/2193","989-28-79-11297-4","","107174-1-8538","107174-14663"
"5/6/2193","989-28-79-01991-4","","107174-59-8065","107174-14664"
"5/6/2193","989-28-79-01991-4","","107174-69-4519","107174-14665"
"5/6/2193","989-28-79-32105-5","","107174-77-4896","107174-14666"
"5/6/2193","989-28-654-0127-3","","107174-66-2382","107174-14667"
"5/6/2193","989-28-654-5018-9","","107174-27-6267","107174-14668"
"5/6/2193","989-28-79-13871-4","","107174-70-2468","107174-14669"
"5/6/2193","989-28-79-69807-2","","107174-49-7578","107174-14670"
"5/6/2193","989-28-79-05670-4","","107174-5-2349","107174-14671"
"5/6/2193","989-28-79-82125-8","","107174-66-1058","107174-14672"
"5/6/2193","989-28-79-13871-4","","107174-70-2467","107174-14673"
"5/6/2193","989-28-79-69807-2","","107174-11-2766","107174-14674"
"5/6/2193","989-28-79-69807-2","","107174-11-2765","107174-14675"
"5/6/2193","989-28-79-69807-2","","107174-21-7526","107174-14676"
"5/6/2193","989-28-79-69807-2","","107174-3-1192","107174-14677"
"5/6/2193","989-28-79-69807-2","","107174-20-4328","107174-14678"
"5/6/2193","989-28-79-69807-2","","107174-20-4327","107174-14679"
"5/6/2193","989-28-79-69807-2","","107174-32-69","107174-14680"
"5/6/2193","989-28-79-05670-4","","107174-77-5119","107174-14681"
"5/6/2193","989-28-79-69807-2","","107174-32-68","107174-14682"
"5/6/2193","989-28-79-69807-2","","107174-3-1191","107174-14683"
"5/6/2193","989-28-79-82125-8","","107174-66-1057","107174-14684"
"5/6/2193","989-28-79-69807-2","","107174-21-7525","107174-14685"
"5/6/2193","989-28-79-69807-2","","107174-87-4608","107174-14686"
"5/6/2193","989-28-654-2620-7","","107174-48-7064","107174-14687"
"5/6/2193","989-28-229-1404-4","","107174-17-1351","107174-14688"
"5/6/2193","989-28-229-1404-4","","107174-57-8360","107174-14689"
"5/6/2193","989-28-229-9769-6","","107174-82-9275","107174-14690"
"5/6/2193","989-28-229-7592-2","","107174-47-1138","107174-14691"
"5/6/2193","989-28-229-6632-6","","107174-93-9293","107174-14692"
"5/6/2193","989-28-229-3157-7","","107174-16-7511","107174-14693"
"5/6/2193","989-28-229-1404-4","","107174-35-5585","107174-14694"
"5/6/2193","989-28-229-6632-6","","107174-74-3360","107174-14695"
"5/6/2193","989-28-229-1404-4","","107174-9-703","107174-14696"
"5/6/2193","989-28-229-0197-6","0,1","107174-6-9483","107174-14697"
"5/6/2193","989-28-229-0197-6","0,1","107174-39-4666","107174-14698"
"5/6/2193","989-28-79-16808-7","","107174-81-4997","107174-14699"
"5/6/2193","989-28-79-74374-1","","107174-60-42","107174-14700"
"5/6/2193","989-28-79-74374-1","","107174-58-26","107174-14701"
"5/6/2193","989-28-79-71565-6","","107174-95-8837","107174-14702"
"5/6/2193","989-28-79-91028-0","","107174-43-611","107174-14703"
"5/6/2193","989-28-79-13801-1","","107174-88-6909","107174-14704"
"5/6/2193","989-28-79-68531-7","","107174-92-455","107174-14705"
"5/6/2193","989-28-79-13801-1","","107174-72-1172","107174-14706"
"5/6/2193","989-28-79-68089-3","0,05","107174-88-2420","107174-14707"
"5/6/2193","989-28-79-26824-4","","107174-92-6432","107174-14708"
"5/6/2193","989-28-79-74374-1","","107174-11-6880","107174-14709"
"5/6/2193","989-28-79-55752-2","","107174-66-2073","107174-14710"
"5/6/2193","989-28-79-13801-1","","107174-5-4856","107174-14711"
"5/6/2193","989-28-79-71565-6","","107174-1-17","107174-14712"
"5/6/2193","989-28-79-13801-1","","107174-19-6950","107174-14713"
"5/6/2193","989-28-79-23023-4","","107174-26-1458","107174-14714"
"5/6/2193","989-28-79-74374-1","","107174-35-5174","107174-14715"
"5/6/2193","989-28-79-74374-1","","107174-63-7670","107174-14716"
"5/6/2193","989-28-79-23023-4","","107174-1-1686","107174-14717"
"5/6/2193","989-28-79-43574-5","","107174-23-1684","107174-14718"
"5/6/2193","989-28-79-26824-4","","107174-96-1396","107174-14719"
"5/6/2193","989-28-79-26824-4","","107174-4-9034","107174-14720"
"5/6/2193","989-28-79-13801-1","","107174-36-5088","107174-14721"
